+33;+90;0;-33;-90;180;stop;forward;backward;left;right
0.142;0.200;0.367;0.363;0.158;0.154;1;0;0;0;0
0.160;0.200;0.367;0.363;0.158;0.154;1;0;0;0;0
0.160;0.200;0.367;0.363;0.158;0.154;1;0;0;0;0
0.160;0.200;0.367;0.363;0.158;0.154;1;0;0;0;0
0.163;0.190;0.383;0.368;0.184;0.147;0;1;0;0;0
0.163;0.190;0.383;0.368;0.184;0.147;0;1;0;0;0
0.163;0.190;0.383;0.368;0.186;0.147;0;1;0;0;0
0.163;0.189;0.378;0.364;0.186;0.149;0;1;0;0;0
0.161;0.189;0.378;0.364;0.186;0.149;0;1;0;0;0
0.161;0.189;0.378;0.364;0.186;0.149;0;1;0;0;0
0.161;0.189;0.378;0.364;0.186;0.149;1;0;0;0;0
0.161;0.179;0.363;0.364;0.159;0.171;1;0;0;0;0
0.146;0.179;0.363;0.341;0.159;0.171;1;0;0;0;0
0.146;0.179;0.363;0.341;0.159;0.171;1;0;0;0;0
0.146;0.179;0.363;0.341;0.159;0.171;1;0;0;0;0
0.146;0.170;0.344;0.330;0.114;0.189;1;0;0;0;0
0.139;0.172;0.345;0.331;0.113;0.189;0;0;0;0;1
0.139;0.169;0.345;0.330;0.113;0.188;0;0;0;0;1
0.138;0.169;0.345;0.330;0.113;0.188;0;0;0;0;1
0.138;0.169;0.345;0.330;0.113;0.188;0;0;0;0;1
0.138;0.169;0.345;0.330;0.113;0.188;0;0;0;0;1
0.138;0.166;0.346;0.330;0.116;0.185;0;0;0;0;1
0.145;0.166;0.346;0.332;0.116;0.185;0;0;0;0;1
0.145;0.166;0.346;0.332;0.116;0.185;0;0;0;0;1
0.145;0.166;0.346;0.332;0.116;0.185;0;0;0;0;1
0.145;0.166;0.342;0.332;0.135;0.185;0;0;0;0;1
0.145;0.153;0.342;0.332;0.135;0.179;0;0;0;0;1
0.155;0.153;0.342;0.336;0.135;0.179;0;0;0;0;1
0.155;0.153;0.342;0.336;0.135;0.179;0;0;0;0;1
0.155;0.153;0.342;0.336;0.135;0.179;0;0;0;0;1
0.155;0.153;0.334;0.336;0.171;0.179;0;0;0;0;1
0.176;0.141;0.334;0.346;0.171;0.172;0;0;0;0;1
0.176;0.141;0.334;0.346;0.171;0.172;0;0;0;0;1
0.176;0.141;0.334;0.346;0.171;0.172;0;0;0;0;1
0.176;0.133;0.326;0.346;0.260;0.161;1;0;0;0;0
0.198;0.133;0.326;0.358;0.260;0.161;1;0;0;0;0
0.198;0.133;0.326;0.358;0.260;0.161;1;0;0;0;0
0.198;0.133;0.326;0.358;0.260;0.161;1;0;0;0;0
0.198;0.133;0.326;0.358;0.404;0.157;1;0;0;0;0
0.211;0.130;0.327;0.367;0.424;0.156;0;1;0;0;0
0.211;0.129;0.327;0.367;0.421;0.157;0;1;0;0;0
0.213;0.129;0.327;0.366;0.421;0.157;0;1;0;0;0
0.213;0.129;0.327;0.366;0.421;0.157;0;1;0;0;0
0.213;0.129;0.327;0.366;0.421;0.157;0;1;0;0;0
0.213;0.129;0.320;0.366;0.382;0.157;0;1;0;0;0
0.206;0.128;0.320;0.346;0.382;0.174;1;0;0;0;0
0.206;0.128;0.320;0.346;0.382;0.174;1;0;0;0;0
0.201;0.121;0.273;0.314;0.113;0.206;1;0;0;0;0
0.198;0.122;0.273;0.307;0.113;0.216;1;0;0;0;0
0.197;0.122;0.274;0.307;0.112;0.216;0;0;0;0;1
0.197;0.122;0.274;0.307;0.112;0.216;0;0;0;0;1
0.197;0.122;0.273;0.307;0.113;0.216;0;0;0;0;1
0.197;0.122;0.273;0.307;0.113;0.216;0;0;0;0;1
0.206;0.120;0.273;0.312;0.113;0.215;0;0;0;0;1
0.206;0.120;0.273;0.312;0.113;0.215;0;0;0;0;1
0.206;0.120;0.268;0.312;0.179;0.215;0;0;0;0;1
0.256;0.112;0.268;0.324;0.179;0.215;0;0;0;0;1
0.256;0.112;0.268;0.324;0.179;0.215;0;0;0;0;1
0.256;0.112;0.260;0.324;0.364;0.215;0;0;0;0;1
0.256;0.112;0.260;0.324;0.364;0.215;0;0;0;0;1
0.274;0.105;0.260;0.337;0.364;0.223;0;0;0;0;1
0.274;0.105;0.257;0.337;0.560;0.223;0;0;0;0;1
0.274;0.105;0.257;0.337;0.560;0.223;0;0;0;0;1
0.265;0.103;0.257;0.353;0.560;0.234;0;0;0;0;1
0.265;0.103;0.257;0.353;0.560;0.234;0;0;0;0;1
0.265;0.103;0.257;0.353;0.646;0.234;1;0;0;0;0
0.246;0.103;0.257;0.376;0.646;0.253;1;0;0;0;0
0.246;0.103;0.257;0.376;0.646;0.253;1;0;0;0;0
0.246;0.103;0.257;0.376;0.672;0.253;1;0;0;0;0
0.237;0.103;0.258;0.383;0.672;0.258;0;1;0;0;0
0.237;0.103;0.258;0.383;0.672;0.258;0;1;0;0;0
0.239;0.104;0.258;0.385;0.672;0.259;0;1;0;0;0
0.239;0.104;0.256;0.385;0.664;0.259;0;1;0;0;0
0.239;0.104;0.256;0.385;0.664;0.259;0;1;0;0;0
0.224;0.108;0.256;0.364;0.664;0.276;1;0;0;0;0
0.224;0.108;0.231;0.364;2.000;0.276;1;0;0;0;0
0.224;0.108;0.231;0.364;2.000;0.276;1;0;0;0;0
0.193;0.117;0.231;0.323;2.000;0.308;1;0;0;0;0
0.193;0.117;0.204;0.323;2.000;0.308;1;0;0;0;0
0.183;0.120;0.204;0.317;0.080;0.315;0;0;0;0;1
0.183;0.120;0.204;0.318;0.080;0.316;0;0;0;0;1
0.183;0.120;0.202;0.318;0.084;0.316;0;0;0;0;1
0.183;0.120;0.202;0.318;0.084;0.316;0;0;0;0;1
0.183;0.120;0.202;0.318;0.084;0.316;0;0;0;0;1
0.178;0.121;0.202;0.344;0.084;0.319;0;0;0;0;1
0.178;0.121;0.210;0.344;0.169;0.319;0;0;0;0;1
0.178;0.121;0.210;0.344;0.169;0.319;0;0;0;0;1
0.178;0.121;0.210;0.344;0.169;0.319;0;0;0;0;1
0.178;0.121;0.210;0.344;0.169;0.319;0;0;0;0;1
0.170;0.126;0.223;0.411;2.000;0.297;0;0;0;0;1
0.170;0.126;0.223;0.411;2.000;0.297;0;0;0;0;1
0.170;0.126;0.223;0.411;2.000;0.297;0;0;0;0;1
0.170;0.126;0.223;0.411;2.000;0.297;0;0;0;0;1
0.172;0.137;0.243;0.544;2.000;0.208;0;0;0;0;1
0.172;0.137;0.243;0.544;0.748;0.208;1;0;0;0;0
0.172;0.137;0.243;0.544;0.748;0.208;1;0;0;0;0
0.172;0.137;0.243;0.544;0.748;0.208;1;0;0;0;0
0.179;0.148;0.268;0.618;0.801;0.149;1;0;0;0;0
0.179;0.148;0.268;0.618;0.801;0.149;1;0;0;0;0
0.179;0.148;0.268;0.618;0.801;0.149;1;0;0;0;0
0.179;0.147;0.266;0.619;0.791;0.149;0;1;0;0;0
0.179;0.147;0.266;0.619;0.791;0.149;0;1;0;0;0
0.179;0.147;0.266;0.619;0.791;0.149;0;1;0;0;0
0.179;0.147;0.266;0.619;0.791;0.149;0;1;0;0;0
0.178;0.148;0.266;0.617;0.798;0.150;0;1;0;0;0
0.178;0.148;0.266;0.617;0.798;0.150;0;1;0;0;0
0.178;0.148;0.266;0.617;0.798;0.150;0;1;0;0;0
0.178;0.148;0.266;0.617;0.798;0.150;0;1;0;0;0
0.164;0.164;0.239;0.598;2.000;0.177;1;0;0;0;0
0.164;0.164;0.239;0.598;2.000;0.177;1;0;0;0;0
0.138;0.189;0.212;0.559;2.000;0.207;1;0;0;0;0
0.138;0.189;0.212;0.559;0.097;0.207;1;0;0;0;0
0.128;0.200;0.205;0.550;0.089;0.214;0;0;0;0;1
0.128;0.200;0.205;0.550;0.087;0.214;0;0;0;0;1
0.128;0.200;0.205;0.550;0.087;0.214;0;0;0;0;1
0.128;0.200;0.205;0.550;0.087;0.214;0;0;0;0;1
0.128;0.200;0.205;0.550;0.087;0.214;0;0;0;0;1
0.129;0.203;0.209;0.558;0.108;0.205;0;0;0;0;1
0.129;0.203;0.209;0.558;0.108;0.205;0;0;0;0;1
0.129;0.203;0.209;0.558;0.108;0.205;0;0;0;0;1
0.129;0.203;0.209;0.558;0.108;0.205;0;0;0;0;1
0.135;0.225;0.234;0.582;2.000;0.171;0;0;0;0;1
0.135;0.225;0.234;0.582;2.000;0.171;0;0;0;0;1
0.135;0.225;0.234;0.582;2.000;0.171;0;0;0;0;1
0.135;0.225;0.234;0.582;2.000;0.171;0;0;0;0;1
0.138;0.241;0.260;0.573;2.000;0.149;0;0;0;0;1
0.138;0.241;0.260;0.573;2.000;0.149;0;0;0;0;1
0.138;0.241;0.260;0.573;2.000;0.149;0;0;0;0;1
0.138;0.241;0.260;0.573;2.000;0.149;0;0;0;0;1
0.140;0.235;0.287;0.559;2.000;0.130;1;0;0;0;0
0.140;0.235;0.287;0.559;0.554;0.130;1;0;0;0;0
0.147;0.212;0.327;0.551;0.508;0.122;1;0;0;0;0
0.147;0.212;0.327;0.551;0.508;0.122;1;0;0;0;0
0.147;0.212;0.327;0.551;0.508;0.122;1;0;0;0;0
0.147;0.209;0.325;0.553;0.512;0.125;0;1;0;0;0
0.147;0.209;0.325;0.553;0.512;0.125;0;1;0;0;0
0.147;0.208;0.328;0.553;0.512;0.124;0;1;0;0;0
0.147;0.208;0.328;0.548;0.515;0.124;0;1;0;0;0
0.147;0.208;0.328;0.548;0.515;0.124;0;1;0;0;0
0.147;0.208;0.328;0.548;0.515;0.124;0;1;0;0;0
0.147;0.208;0.328;0.548;0.515;0.124;0;1;0;0;0
0.140;0.196;0.308;0.533;2.000;0.148;1;0;0;0;0
0.140;0.196;0.308;0.533;2.000;0.148;1;0;0;0;0
0.119;0.175;0.282;0.533;2.000;0.182;1;0;0;0;0
0.119;0.175;0.282;0.502;0.088;0.182;1;0;0;0;0
0.119;0.175;0.282;0.502;0.088;0.182;1;0;0;0;0
0.110;0.167;0.272;0.498;0.088;0.189;0;0;0;0;1
0.110;0.167;0.272;0.500;0.088;0.189;0;0;0;0;1
0.110;0.167;0.272;0.500;0.088;0.189;0;0;0;0;1
0.111;0.164;0.276;0.500;0.088;0.189;0;0;0;0;1
0.111;0.164;0.276;0.501;0.089;0.182;0;0;0;0;1
0.111;0.164;0.276;0.501;0.089;0.182;0;0;0;0;1
0.111;0.164;0.276;0.501;0.089;0.182;0;0;0;0;1
0.111;0.164;0.276;0.501;0.089;0.182;0;0;0;0;1
0.123;0.146;0.376;0.508;0.191;0.162;0;0;0;0;1
0.123;0.146;0.376;0.508;0.191;0.162;0;0;0;0;1
0.123;0.146;0.376;0.508;0.191;0.162;0;0;0;0;1
0.123;0.146;0.376;0.508;0.191;0.162;0;0;0;0;1
0.143;0.130;0.479;0.508;0.474;0.150;0;0;0;0;1
0.143;0.130;0.479;0.483;0.474;0.150;0;0;0;0;1
0.143;0.130;0.479;0.483;0.474;0.150;1;0;0;0;0
0.143;0.130;0.479;0.483;0.474;0.150;1;0;0;0;0
0.166;0.118;0.495;0.483;0.474;0.150;1;0;0;0;0
0.173;0.116;0.496;0.427;0.492;0.147;1;0;0;0;0
0.173;0.116;0.496;0.427;0.496;0.147;1;0;0;0;0
0.173;0.116;0.496;0.422;0.496;0.147;1;0;0;0;0
0.172;0.117;0.491;0.426;0.491;0.147;0;1;0;0;0
0.173;0.116;0.492;0.426;0.491;0.147;0;1;0;0;0
0.173;0.116;0.492;0.424;0.491;0.149;0;1;0;0;0
0.173;0.116;0.492;0.424;0.491;0.149;0;1;0;0;0
0.173;0.116;0.492;0.424;0.491;0.149;0;1;0;0;0
0.170;0.114;0.489;0.424;0.491;0.149;0;1;0;0;0
0.170;0.114;0.489;0.431;0.363;0.170;1;0;0;0;0
0.170;0.114;0.489;0.431;0.363;0.170;1;0;0;0;0
0.170;0.114;0.489;0.431;0.363;0.170;1;0;0;0;0
0.160;0.108;0.461;0.436;0.099;0.199;1;0;0;0;0
0.154;0.108;0.440;0.436;0.099;0.199;1;0;0;0;0
0.155;0.106;0.442;0.437;0.092;0.205;0;0;0;0;1
0.155;0.106;0.442;0.437;0.092;0.205;0;0;0;0;1
0.154;0.106;0.440;0.437;0.094;0.205;0;0;0;0;1
0.154;0.106;0.440;0.425;0.094;0.203;0;0;0;0;1
0.154;0.106;0.440;0.425;0.094;0.203;0;0;0;0;1
0.154;0.106;0.440;0.425;0.094;0.203;0;0;0;0;1
0.168;0.106;0.440;0.425;0.094;0.203;0;0;0;0;1
0.168;0.100;0.440;0.353;0.120;0.193;0;0;0;0;1
0.168;0.100;0.440;0.353;0.120;0.193;0;0;0;0;1
0.209;0.100;0.433;0.353;0.120;0.193;0;0;0;0;1
0.209;0.100;0.433;0.353;0.120;0.193;1;0;0;0;0
0.209;0.092;0.433;0.278;0.344;0.192;1;0;0;0;0
0.209;0.092;0.433;0.278;0.344;0.192;1;0;0;0;0
0.251;0.090;0.429;0.268;0.436;0.194;1;0;0;0;0
0.251;0.090;0.429;0.268;0.436;0.194;1;0;0;0;0
0.251;0.090;0.427;0.267;0.429;0.194;0;1;0;0;0
0.251;0.090;0.427;0.267;0.429;0.194;0;1;0;0;0
0.251;0.089;0.427;0.267;0.433;0.195;0;1;0;0;0
0.251;0.089;0.427;0.267;0.433;0.195;0;1;0;0;0
0.249;0.089;0.420;0.267;0.433;0.195;0;1;0;0;0
0.249;0.089;0.420;0.267;0.433;0.195;0;1;0;0;0
0.249;0.090;0.420;0.271;2.000;0.217;0;1;0;0;0
0.249;0.090;0.420;0.271;2.000;0.217;0;1;0;0;0
0.252;0.090;0.401;0.271;2.000;0.217;0;1;0;0;0
0.252;0.090;0.401;0.271;0.099;0.217;0;1;0;0;0
0.252;0.090;0.364;0.272;0.099;0.251;0;1;0;0;0
0.266;0.090;0.364;0.272;0.099;0.251;0;1;0;0;0
0.266;0.090;0.364;0.272;0.099;0.251;0;1;0;0;0
0.266;0.092;0.364;0.271;0.102;0.287;0;1;0;0;0
0.266;0.092;0.364;0.271;0.102;0.287;0;1;0;0;0
0.275;0.092;0.328;0.271;0.102;0.287;0;1;0;0;0
0.275;0.092;0.328;0.271;0.100;0.287;0;1;0;0;0
0.275;0.093;0.328;0.271;0.100;0.287;0;1;0;0;0
0.275;0.093;0.328;0.275;0.100;0.321;0;1;0;0;0
0.275;0.093;0.293;0.275;0.100;0.321;0;1;0;0;0
0.276;0.093;0.293;0.275;0.101;0.321;0;1;0;0;0
0.276;0.095;0.293;0.275;0.101;0.321;0;1;0;0;0
0.276;0.095;0.293;0.271;0.101;0.355;0;1;0;0;0
0.265;0.095;0.261;0.271;0.101;0.355;0;1;0;0;0
0.265;0.095;0.261;0.271;0.101;0.355;0;1;0;0;0
0.265;0.095;0.261;0.265;0.099;0.387;0;1;0;0;0
0.265;0.095;0.227;0.265;0.099;0.387;0;1;0;0;0
0.241;0.095;0.227;0.265;0.099;0.387;0;1;0;0;0
0.241;0.096;0.227;0.265;0.101;0.387;1;0;0;0;0
0.241;0.096;0.191;0.251;0.101;0.421;1;0;0;0;0
0.212;0.099;0.172;0.234;0.100;0.443;0;1;0;0;0
0.197;0.099;0.172;0.234;0.100;0.443;0;1;0;0;0
0.197;0.099;0.172;0.234;0.100;0.443;0;1;0;0;0
0.197;0.099;0.167;0.231;0.100;0.444;0;1;0;0;0
0.190;0.099;0.167;0.231;0.100;0.444;0;1;0;0;0
0.190;0.098;0.167;0.231;0.099;0.444;1;0;0;0;0
0.190;0.098;0.167;0.231;0.099;0.444;1;0;0;0;0
0.151;0.098;0.115;0.173;0.098;0.492;0;1;0;0;0
0.132;0.098;0.115;0.173;0.098;0.492;0;1;0;0;0
0.132;0.097;0.115;0.173;0.099;0.492;0;1;0;0;0
0.132;0.097;0.115;0.173;0.099;0.492;0;1;0;0;0
0.124;0.097;0.112;0.168;0.099;0.494;1;0;0;0;0
0.124;0.097;0.112;0.168;0.099;0.494;1;0;0;0;0
0.124;0.099;0.112;0.168;0.097;0.494;1;0;0;0;0
0.094;0.100;0.081;0.126;0.098;0.521;1;0;0;0;0
0.094;0.100;0.081;0.126;0.098;0.521;1;0;0;0;0
0.094;0.100;0.081;0.126;0.098;0.521;1;0;0;0;0
0.343;0.122;0.542;0.189;0.058;0.077;0;1;0;0;0
0.343;0.122;0.542;0.189;0.058;0.077;0;1;0;0;0
0.343;0.122;0.542;0.189;0.058;0.077;0;1;0;0;0
0.344;0.122;0.541;0.189;0.058;0.079;0;1;0;0;0
0.344;0.120;0.541;0.189;0.058;0.079;0;1;0;0;0
0.344;0.120;0.541;0.189;0.058;0.079;0;1;0;0;0
0.344;0.120;0.529;0.189;0.058;0.079;0;1;0;0;0
0.397;0.120;0.529;0.189;0.058;0.105;0;1;0;0;0
0.397;0.122;0.529;0.187;0.058;0.105;0;1;0;0;0
0.397;0.122;0.529;0.187;0.058;0.105;0;1;0;0;0
0.504;0.122;0.491;0.187;0.058;0.105;0;1;0;0;0
0.504;0.121;0.491;0.187;0.059;0.137;0;1;0;0;0
0.504;0.121;0.491;0.187;0.059;0.137;0;1;0;0;0
0.502;0.121;0.457;0.187;0.059;0.137;1;0;0;0;0
0.502;0.121;0.457;0.187;0.059;0.137;1;0;0;0;0
0.502;0.121;0.457;0.189;0.058;0.174;1;0;0;0;0
0.502;0.121;0.457;0.189;0.058;0.174;1;0;0;0;0
0.468;0.121;0.425;0.189;0.058;0.174;1;0;0;0;0
0.468;0.121;0.425;0.192;0.060;0.198;0;0;0;1;0
0.468;0.121;0.420;0.192;0.060;0.198;0;0;0;1;0
0.464;0.121;0.420;0.192;0.060;0.198;1;0;0;0;0
0.464;0.121;0.420;0.192;0.060;0.198;1;0;0;0;0
0.464;0.121;0.420;0.195;0.060;0.198;1;0;0;0;0
0.464;0.121;0.419;0.195;0.060;0.198;1;0;0;0;0
0.470;0.121;0.419;0.195;0.060;0.198;1;0;0;0;0
0.470;0.121;0.419;0.195;0.060;0.198;1;0;0;0;0
0.470;0.121;0.419;0.202;0.059;0.198;0;1;0;0;0
0.470;0.121;0.419;0.202;0.059;0.198;0;1;0;0;0
0.473;0.121;0.419;0.202;0.059;0.198;0;1;0;0;0
0.473;0.121;0.419;0.202;0.059;0.198;0;1;0;0;0
0.473;0.121;0.419;0.202;0.059;0.200;0;1;0;0;0
0.473;0.121;0.405;0.202;0.059;0.200;0;1;0;0;0
0.458;0.121;0.405;0.202;0.059;0.200;0;1;0;0;0
0.458;0.121;0.405;0.204;0.061;0.227;0;1;0;0;0
0.458;0.121;0.377;0.204;0.061;0.227;0;1;0;0;0
0.458;0.121;0.377;0.204;0.061;0.227;0;1;0;0;0
0.422;0.121;0.377;0.204;0.061;0.227;0;1;0;0;0
0.422;0.119;0.377;0.206;0.061;0.261;0;1;0;0;0
0.381;0.119;0.342;0.206;0.061;0.261;0;1;0;0;0
0.381;0.119;0.342;0.206;0.061;0.261;1;0;0;0;0
0.381;0.119;0.342;0.206;0.061;0.261;1;0;0;0;0
0.381;0.119;0.342;0.207;0.063;0.298;1;0;0;0;0
0.349;0.119;0.307;0.207;0.063;0.298;1;0;0;0;0
0.342;0.120;0.299;0.211;0.064;0.320;0;0;0;1;0
0.343;0.120;0.299;0.211;0.064;0.320;0;0;0;1;0
0.343;0.120;0.299;0.211;0.064;0.320;0;0;0;1;0
0.343;0.119;0.299;0.212;0.064;0.320;0;0;0;1;0
0.343;0.119;0.299;0.212;0.064;0.320;0;0;0;1;0
0.350;0.119;0.299;0.212;0.064;0.320;1;0;0;0;0
0.350;0.124;0.299;0.269;0.063;0.328;1;0;0;0;0
0.370;0.124;0.300;0.269;0.063;0.328;1;0;0;0;0
0.370;0.128;0.300;0.291;0.062;0.334;1;0;0;0;0
0.371;0.128;0.299;0.291;0.061;0.333;0;1;0;0;0
0.371;0.128;0.298;0.291;0.061;0.333;1;0;0;0;0
0.371;0.128;0.298;0.291;0.061;0.333;0;1;0;0;0
0.367;0.128;0.298;0.291;0.061;0.333;0;1;0;0;0
0.367;0.127;0.298;0.289;0.062;0.339;1;0;0;0;0
0.367;0.127;0.289;0.289;0.062;0.339;1;0;0;0;0
0.327;0.123;0.266;0.283;0.065;0.363;0;1;0;0;0
0.327;0.123;0.266;0.283;0.066;0.367;0;1;0;0;0
0.327;0.122;0.266;0.280;0.066;0.367;0;1;0;0;0
0.327;0.122;0.262;0.280;0.066;0.367;0;1;0;0;0
0.322;0.122;0.262;0.280;0.066;0.367;0;1;0;0;0
0.322;0.122;0.262;0.280;0.066;0.367;0;1;0;0;0
0.322;0.122;0.262;0.280;0.067;0.367;1;0;0;0;0
0.322;0.120;0.243;0.274;0.067;0.381;1;0;0;0;0
0.294;0.120;0.243;0.274;0.067;0.381;1;0;0;0;0
0.294;0.120;0.243;0.274;0.072;0.381;1;0;0;0;0
0.294;0.120;0.243;0.274;0.072;0.381;1;0;0;0;0
0.285;0.117;0.228;0.262;0.068;0.405;0;0;0;1;0
0.285;0.116;0.227;0.262;0.068;0.405;0;0;0;1;0
0.286;0.116;0.227;0.262;0.068;0.405;0;0;0;1;0
0.286;0.116;0.227;0.262;0.068;0.405;0;0;0;1;0
0.286;0.116;0.227;0.262;0.069;0.405;0;0;0;1;0
0.286;0.118;0.230;0.262;0.069;0.402;0;0;0;1;0
0.301;0.118;0.230;0.262;0.069;0.402;0;0;0;1;0
0.301;0.118;0.230;0.247;0.068;0.382;0;0;0;1;0
0.301;0.126;0.230;0.247;0.068;0.382;0;0;0;1;0
0.301;0.126;0.230;0.247;0.068;0.382;0;0;0;1;0
0.327;0.126;0.230;0.247;0.069;0.382;0;0;0;1;0
0.327;0.126;0.230;0.247;0.069;0.382;0;0;0;1;0
0.327;0.135;0.234;0.231;0.069;0.285;0;0;0;1;0
0.358;0.135;0.234;0.231;0.069;0.285;1;0;0;0;0
0.358;0.135;0.234;0.231;0.069;0.285;1;0;0;0;0
0.358;0.135;0.234;0.231;0.073;0.285;1;0;0;0;0
0.358;0.145;0.237;0.219;0.073;0.199;1;0;0;0;0
0.395;0.145;0.237;0.219;0.073;0.199;1;0;0;0;0
0.395;0.145;0.237;0.219;0.073;0.199;1;0;0;0;0
0.395;0.147;0.239;0.219;0.074;0.190;0;1;0;0;0
0.391;0.147;0.239;0.219;0.074;0.190;0;1;0;0;0
0.391;0.147;0.239;0.219;0.074;0.190;0;1;0;0;0
0.391;0.145;0.236;0.216;0.074;0.194;0;1;0;0;0
0.380;0.145;0.236;0.216;0.074;0.194;0;1;0;0;0
0.380;0.145;0.236;0.216;0.074;0.194;0;1;0;0;0
0.380;0.145;0.236;0.216;0.083;0.194;0;1;0;0;0
0.380;0.132;0.211;0.194;0.083;0.219;1;0;0;0;0
0.331;0.132;0.211;0.194;0.099;0.219;1;0;0;0;0
0.331;0.132;0.211;0.194;0.099;0.219;1;0;0;0;0
0.331;0.132;0.211;0.194;0.099;0.219;1;0;0;0;0
0.284;0.125;0.169;0.154;0.107;0.261;0;0;0;1;0
0.287;0.125;0.169;0.154;0.107;0.261;0;0;0;1;0
0.287;0.125;0.169;0.154;0.108;0.261;0;0;0;1;0
0.287;0.123;0.171;0.152;0.108;0.248;0;0;0;1;0
0.317;0.123;0.171;0.152;0.108;0.248;0;0;0;1;0
0.317;0.123;0.171;0.152;0.113;0.248;0;0;0;1;0
0.317;0.133;0.189;0.154;0.113;0.171;0;0;0;1;0
0.414;0.133;0.189;0.154;0.113;0.171;0;0;0;1;0
0.414;0.133;0.189;0.154;0.128;0.171;0;0;0;1;0
0.414;0.133;0.219;0.154;0.128;0.171;0;0;0;1;0
0.414;0.166;0.219;0.162;0.128;0.112;0;0;0;1;0
0.439;0.166;0.219;0.162;0.140;0.112;1;0;0;0;0
0.439;0.166;0.219;0.162;0.140;0.112;1;0;0;0;0
0.439;0.201;0.250;0.171;0.140;0.078;1;0;0;0;0
0.434;0.212;0.264;0.173;0.148;0.073;1;0;0;0;0
0.435;0.212;0.264;0.173;0.148;0.073;1;0;0;0;0
0.434;0.212;0.264;0.173;0.147;0.074;0;1;0;0;0
0.434;0.212;0.264;0.173;0.148;0.074;0;1;0;0;0
0.434;0.210;0.263;0.172;0.148;0.076;0;1;0;0;0
0.430;0.210;0.263;0.172;0.148;0.076;0;1;0;0;0
0.430;0.210;0.263;0.172;0.148;0.076;0;1;0;0;0
0.430;0.210;0.263;0.172;0.157;0.076;0;1;0;0;0
0.430;0.210;0.246;0.172;0.157;0.076;1;0;0;0;0
0.416;0.186;0.246;0.157;0.157;0.099;1;0;0;0;0
0.416;0.186;0.246;0.157;0.157;0.099;1;0;0;0;0
0.416;0.186;0.218;0.157;0.195;0.099;1;0;0;0;0
0.402;0.154;0.218;0.136;0.202;0.125;0;0;0;1;0
0.402;0.154;0.211;0.136;0.202;0.125;0;0;0;1;0
0.400;0.152;0.211;0.136;0.202;0.123;0;0;0;1;0
0.400;0.152;0.211;0.136;0.204;0.123;0;0;0;1;0
0.400;0.152;0.211;0.136;0.204;0.123;0;0;0;1;0
0.400;0.177;0.231;0.143;0.204;0.105;0;0;0;1;0
0.390;0.177;0.231;0.143;0.204;0.105;0;0;0;1;0
0.390;0.177;0.231;0.143;0.204;0.105;0;0;0;1;0
0.390;0.177;0.281;0.143;0.198;0.105;0;0;0;1;0
0.390;0.177;0.281;0.143;0.198;0.105;0;0;0;1;0
0.385;0.225;0.281;0.157;0.198;0.086;0;0;0;1;0
0.385;0.225;0.281;0.157;0.198;0.086;0;0;0;1;0
0.385;0.225;0.375;0.157;0.177;0.086;1;0;0;0;0
0.385;0.225;0.375;0.157;0.177;0.086;1;0;0;0;0
0.385;0.299;0.375;0.176;0.177;0.072;1;0;0;0;0
0.385;0.299;0.375;0.176;0.162;0.072;1;0;0;0;0
0.385;0.336;0.413;0.183;0.162;0.069;0;1;0;0;0
0.385;0.336;0.413;0.183;0.162;0.069;0;1;0;0;0
0.385;0.336;0.415;0.183;0.162;0.069;0;1;0;0;0
0.385;0.336;0.415;0.183;0.162;0.069;0;1;0;0;0
0.382;0.333;0.415;0.183;0.162;0.072;0;1;0;0;0
0.382;0.333;0.400;0.183;0.156;0.072;1;0;0;0;0
0.382;0.333;0.400;0.183;0.156;0.072;1;0;0;0;0
0.382;0.266;0.400;0.170;0.156;0.100;1;0;0;0;0
0.360;0.266;0.400;0.170;0.156;0.100;1;0;0;0;0
0.360;0.266;0.377;0.170;0.144;0.100;1;0;0;0;0
0.346;0.218;0.377;0.158;0.141;0.116;0;0;0;1;0
0.346;0.218;0.370;0.158;0.141;0.116;0;0;0;1;0
0.346;0.218;0.370;0.158;0.141;0.116;0;0;0;1;0
0.346;0.218;0.370;0.158;0.141;0.116;0;0;0;1;0
0.347;0.221;0.370;0.161;0.141;0.114;0;0;0;1;0
0.347;0.221;0.370;0.161;0.139;0.114;0;0;0;1;0
0.347;0.221;0.378;0.161;0.139;0.114;0;0;0;1;0
0.347;0.221;0.378;0.161;0.139;0.114;0;0;0;1;0
0.357;0.320;0.378;0.180;0.139;0.105;0;0;0;1;0
0.357;0.320;0.372;0.180;0.129;0.105;0;0;0;1;0
0.357;0.320;0.372;0.180;0.129;0.105;0;0;0;1;0
0.370;0.503;0.372;0.215;0.119;0.097;0;0;0;1;0
0.370;0.503;0.362;0.215;0.119;0.097;0;0;0;1;0
0.370;0.503;0.362;0.215;0.119;0.097;0;0;0;1;0
0.370;0.503;0.362;0.215;0.119;0.097;0;0;0;1;0
0.391;0.581;0.362;0.271;0.119;0.091;1;0;0;0;0
0.391;0.581;0.359;0.271;0.113;0.091;1;0;0;0;0
0.391;0.581;0.359;0.271;0.113;0.091;1;0;0;0;0
0.391;0.581;0.359;0.271;0.113;0.091;1;0;0;0;0
0.417;0.591;0.356;0.343;0.111;0.091;0;1;0;0;0
