33;90;0;-33;-90;180;stop;forward;backward;left;right
0.125;0.175;0.296;0.327;0.139;0.127;1;0;0;0;0
0.145;0.175;0.296;0.327;0.139;0.127;1;0;0;0;0
0.145;0.175;0.296;0.327;0.139;0.127;1;0;0;0;0
0.145;0.175;0.296;0.327;0.139;0.127;1;0;0;0;0
0.148;0.165;0.309;0.332;0.165;0.120;0;1;0;0;0
0.148;0.165;0.309;0.332;0.165;0.120;0;1;0;0;0
0.148;0.165;0.309;0.332;0.167;0.120;0;1;0;0;0
0.148;0.164;0.305;0.328;0.167;0.122;0;1;0;0;0
0.146;0.164;0.305;0.328;0.167;0.122;0;1;0;0;0
0.146;0.164;0.305;0.328;0.167;0.122;0;1;0;0;0
0.146;0.164;0.305;0.328;0.167;0.122;1;0;0;0;0
0.146;0.154;0.292;0.328;0.140;0.145;1;0;0;0;0
0.130;0.154;0.292;0.304;0.140;0.145;1;0;0;0;0
0.130;0.154;0.292;0.304;0.140;0.145;1;0;0;0;0
0.130;0.154;0.292;0.304;0.140;0.145;1;0;0;0;0
0.130;0.144;0.276;0.293;0.095;0.163;1;0;0;0;0
0.122;0.146;0.277;0.294;0.094;0.163;0;0;0;0;1
0.122;0.143;0.277;0.293;0.094;0.162;0;0;0;0;1
0.121;0.143;0.277;0.293;0.094;0.162;0;0;0;0;1
0.121;0.143;0.277;0.293;0.094;0.162;0;0;0;0;1
0.121;0.143;0.277;0.293;0.094;0.162;0;0;0;0;1
0.121;0.140;0.277;0.293;0.097;0.159;0;0;0;0;1
0.128;0.140;0.277;0.295;0.097;0.159;0;0;0;0;1
0.128;0.140;0.277;0.295;0.097;0.159;0;0;0;0;1
0.128;0.140;0.277;0.295;0.097;0.159;0;0;0;0;1
0.128;0.140;0.274;0.295;0.116;0.159;0;0;0;0;1
0.128;0.127;0.274;0.295;0.116;0.153;0;0;0;0;1
0.139;0.127;0.274;0.299;0.116;0.153;0;0;0;0;1
0.139;0.127;0.274;0.299;0.116;0.153;0;0;0;0;1
0.139;0.127;0.274;0.299;0.116;0.153;0;0;0;0;1
0.139;0.127;0.267;0.299;0.152;0.153;0;0;0;0;1
0.162;0.115;0.267;0.309;0.152;0.146;0;0;0;0;1
0.162;0.115;0.267;0.309;0.152;0.146;0;0;0;0;1
0.162;0.115;0.267;0.309;0.152;0.146;0;0;0;0;1
0.162;0.107;0.260;0.309;0.240;0.135;1;0;0;0;0
0.185;0.107;0.260;0.322;0.240;0.135;1;0;0;0;0
0.185;0.107;0.260;0.322;0.240;0.135;1;0;0;0;0
0.185;0.107;0.260;0.322;0.240;0.135;1;0;0;0;0
0.185;0.107;0.260;0.322;0.383;0.131;1;0;0;0;0
0.199;0.104;0.261;0.331;0.402;0.129;0;1;0;0;0
0.199;0.103;0.261;0.331;0.399;0.131;0;1;0;0;0
0.201;0.103;0.261;0.330;0.399;0.131;0;1;0;0;0
0.201;0.103;0.261;0.330;0.399;0.131;0;1;0;0;0
0.201;0.103;0.261;0.330;0.399;0.131;0;1;0;0;0
0.201;0.103;0.255;0.330;0.361;0.131;0;1;0;0;0
0.194;0.102;0.255;0.309;0.361;0.148;1;0;0;0;0
0.194;0.102;0.255;0.309;0.361;0.148;1;0;0;0;0
0.188;0.095;0.214;0.276;0.094;0.181;1;0;0;0;0
0.185;0.096;0.214;0.269;0.094;0.191;1;0;0;0;0
0.184;0.096;0.215;0.269;0.093;0.191;0;0;0;0;1
0.184;0.096;0.215;0.269;0.093;0.191;0;0;0;0;1
0.184;0.096;0.214;0.269;0.094;0.191;0;0;0;0;1
0.184;0.096;0.214;0.269;0.094;0.191;0;0;0;0;1
0.194;0.094;0.214;0.274;0.094;0.190;0;0;0;0;1
0.194;0.094;0.214;0.274;0.094;0.190;0;0;0;0;1
0.194;0.094;0.210;0.274;0.160;0.190;0;0;0;0;1
0.247;0.086;0.210;0.287;0.160;0.190;0;0;0;0;1
0.247;0.086;0.210;0.287;0.160;0.190;0;0;0;0;1
0.247;0.086;0.203;0.287;0.343;0.190;0;0;0;0;1
0.247;0.086;0.203;0.287;0.343;0.190;0;0;0;0;1
0.267;0.079;0.203;0.300;0.343;0.198;0;0;0;0;1
0.267;0.079;0.201;0.300;0.537;0.198;0;0;0;0;1
0.267;0.079;0.201;0.300;0.537;0.198;0;0;0;0;1
0.257;0.077;0.201;0.317;0.537;0.209;0;0;0;0;1
0.257;0.077;0.201;0.317;0.537;0.209;0;0;0;0;1
0.257;0.077;0.201;0.317;0.622;0.209;1;0;0;0;0
0.237;0.077;0.201;0.340;0.622;0.229;1;0;0;0;0
0.237;0.077;0.201;0.340;0.622;0.229;1;0;0;0;0
0.237;0.077;0.201;0.340;0.648;0.229;1;0;0;0;0
0.227;0.077;0.201;0.347;0.648;0.234;0;1;0;0;0
0.227;0.077;0.201;0.347;0.648;0.234;0;1;0;0;0
0.229;0.078;0.201;0.349;0.648;0.235;0;1;0;0;0
0.229;0.078;0.200;0.349;0.640;0.235;0;1;0;0;0
0.229;0.078;0.200;0.349;0.640;0.235;0;1;0;0;0
0.213;0.082;0.200;0.328;0.640;0.252;1;0;0;0;0
0.213;0.082;0.178;0.328;1.963;0.252;1;0;0;0;0
0.213;0.082;0.178;0.328;1.963;0.252;1;0;0;0;0
0.180;0.091;0.178;0.286;1.963;0.285;1;0;0;0;0
0.180;0.091;0.155;0.286;1.963;0.285;1;0;0;0;0
0.169;0.094;0.155;0.280;0.062;0.292;0;0;0;0;1
0.169;0.094;0.155;0.281;0.062;0.293;0;0;0;0;1
0.169;0.094;0.153;0.281;0.066;0.293;0;0;0;0;1
0.169;0.094;0.153;0.281;0.066;0.293;0;0;0;0;1
0.169;0.094;0.153;0.281;0.066;0.293;0;0;0;0;1
0.164;0.095;0.153;0.307;0.066;0.296;0;0;0;0;1
0.164;0.095;0.160;0.307;0.150;0.296;0;0;0;0;1
0.164;0.095;0.160;0.307;0.150;0.296;0;0;0;0;1
0.164;0.095;0.160;0.307;0.150;0.296;0;0;0;0;1
0.164;0.095;0.160;0.307;0.150;0.296;0;0;0;0;1
0.155;0.100;0.171;0.376;1.963;0.274;0;0;0;0;1
0.155;0.100;0.171;0.376;1.963;0.274;0;0;0;0;1
0.155;0.100;0.171;0.376;1.963;0.274;0;0;0;0;1
0.155;0.100;0.171;0.376;1.963;0.274;0;0;0;0;1
0.157;0.111;0.189;0.513;1.963;0.183;0;0;0;0;1
0.157;0.111;0.189;0.513;0.723;0.183;1;0;0;0;0
0.157;0.111;0.189;0.513;0.723;0.183;1;0;0;0;0
0.157;0.111;0.189;0.513;0.723;0.183;1;0;0;0;0
0.165;0.122;0.210;0.589;0.776;0.122;1;0;0;0;0
0.165;0.122;0.210;0.589;0.776;0.122;1;0;0;0;0
0.165;0.122;0.210;0.589;0.776;0.122;1;0;0;0;0
0.165;0.121;0.208;0.590;0.766;0.122;0;1;0;0;0
0.165;0.121;0.208;0.590;0.766;0.122;0;1;0;0;0
0.165;0.121;0.208;0.590;0.766;0.122;0;1;0;0;0
0.165;0.121;0.208;0.590;0.766;0.122;0;1;0;0;0
0.164;0.122;0.208;0.588;0.773;0.123;0;1;0;0;0
0.164;0.122;0.208;0.588;0.773;0.123;0;1;0;0;0
0.164;0.122;0.208;0.588;0.773;0.123;0;1;0;0;0
0.164;0.122;0.208;0.588;0.773;0.123;0;1;0;0;0
0.149;0.138;0.185;0.568;1.963;0.151;1;0;0;0;0
0.149;0.138;0.185;0.568;1.963;0.151;1;0;0;0;0
0.121;0.164;0.162;0.528;1.963;0.182;1;0;0;0;0
0.121;0.164;0.162;0.528;0.079;0.182;1;0;0;0;0
0.110;0.175;0.156;0.519;0.071;0.189;0;0;0;0;1
0.110;0.175;0.156;0.519;0.069;0.189;0;0;0;0;1
0.110;0.175;0.156;0.519;0.069;0.189;0;0;0;0;1
0.110;0.175;0.156;0.519;0.069;0.189;0;0;0;0;1
0.110;0.175;0.156;0.519;0.069;0.189;0;0;0;0;1
0.111;0.178;0.159;0.527;0.089;0.180;0;0;0;0;1
0.111;0.178;0.159;0.527;0.089;0.180;0;0;0;0;1
0.111;0.178;0.159;0.527;0.089;0.180;0;0;0;0;1
0.111;0.178;0.159;0.527;0.089;0.180;0;0;0;0;1
0.118;0.200;0.181;0.552;1.963;0.145;0;0;0;0;1
0.118;0.200;0.181;0.552;1.963;0.145;0;0;0;0;1
0.118;0.200;0.181;0.552;1.963;0.145;0;0;0;0;1
0.118;0.200;0.181;0.552;1.963;0.145;0;0;0;0;1
0.121;0.216;0.203;0.543;1.963;0.122;0;0;0;0;1
0.121;0.216;0.203;0.543;1.963;0.122;0;0;0;0;1
0.121;0.216;0.203;0.543;1.963;0.122;0;0;0;0;1
0.121;0.216;0.203;0.543;1.963;0.122;0;0;0;0;1
0.123;0.210;0.227;0.528;1.963;0.103;1;0;0;0;0
0.123;0.210;0.227;0.528;0.531;0.103;1;0;0;0;0
0.131;0.187;0.261;0.520;0.485;0.095;1;0;0;0;0
0.131;0.187;0.261;0.520;0.485;0.095;1;0;0;0;0
0.131;0.187;0.261;0.520;0.485;0.095;1;0;0;0;0
0.131;0.184;0.259;0.522;0.489;0.098;0;1;0;0;0
0.131;0.184;0.259;0.522;0.489;0.098;0;1;0;0;0
0.131;0.183;0.262;0.522;0.489;0.097;0;1;0;0;0
0.131;0.183;0.262;0.517;0.492;0.097;0;1;0;0;0
0.131;0.183;0.262;0.517;0.492;0.097;0;1;0;0;0
0.131;0.183;0.262;0.517;0.492;0.097;0;1;0;0;0
0.131;0.183;0.262;0.517;0.492;0.097;0;1;0;0;0
0.123;0.171;0.245;0.502;1.963;0.121;1;0;0;0;0
0.123;0.171;0.245;0.502;1.963;0.121;1;0;0;0;0
0.101;0.149;0.222;0.502;1.963;0.156;1;0;0;0;0
0.101;0.149;0.222;0.470;0.070;0.156;1;0;0;0;0
0.101;0.149;0.222;0.470;0.070;0.156;1;0;0;0;0
0.091;0.141;0.214;0.466;0.070;0.163;0;0;0;0;1
0.091;0.141;0.214;0.468;0.070;0.163;0;0;0;0;1
0.091;0.141;0.214;0.468;0.070;0.163;0;0;0;0;1
0.092;0.138;0.217;0.468;0.070;0.163;0;0;0;0;1
0.092;0.138;0.217;0.469;0.071;0.156;0;0;0;0;1
0.092;0.138;0.217;0.469;0.071;0.156;0;0;0;0;1
0.092;0.138;0.217;0.469;0.071;0.156;0;0;0;0;1
0.092;0.138;0.217;0.469;0.071;0.156;0;0;0;0;1
0.105;0.120;0.303;0.476;0.172;0.136;0;0;0;0;1
0.105;0.120;0.303;0.476;0.172;0.136;0;0;0;0;1
0.105;0.120;0.303;0.476;0.172;0.136;0;0;0;0;1
0.105;0.120;0.303;0.476;0.172;0.136;0;0;0;0;1
0.126;0.104;0.392;0.476;0.452;0.123;0;0;0;0;1
0.126;0.104;0.392;0.450;0.452;0.123;0;0;0;0;1
0.126;0.104;0.392;0.450;0.452;0.123;1;0;0;0;0
0.126;0.104;0.392;0.450;0.452;0.123;1;0;0;0;0
0.151;0.092;0.406;0.450;0.452;0.123;1;0;0;0;0
0.158;0.090;0.407;0.393;0.470;0.120;1;0;0;0;0
0.158;0.090;0.407;0.393;0.474;0.120;1;0;0;0;0
0.158;0.090;0.407;0.387;0.474;0.120;1;0;0;0;0
0.157;0.091;0.403;0.392;0.469;0.120;0;1;0;0;0
0.158;0.090;0.404;0.392;0.469;0.120;0;1;0;0;0
0.158;0.090;0.404;0.390;0.469;0.122;0;1;0;0;0
0.158;0.090;0.404;0.390;0.469;0.122;0;1;0;0;0
0.158;0.090;0.404;0.390;0.469;0.122;0;1;0;0;0
0.155;0.088;0.401;0.390;0.469;0.122;0;1;0;0;0
0.155;0.088;0.401;0.397;0.342;0.144;1;0;0;0;0
0.155;0.088;0.401;0.397;0.342;0.144;1;0;0;0;0
0.155;0.088;0.401;0.397;0.342;0.144;1;0;0;0;0
0.145;0.082;0.377;0.402;0.081;0.173;1;0;0;0;0
0.138;0.082;0.359;0.402;0.081;0.173;1;0;0;0;0
0.139;0.080;0.360;0.403;0.074;0.180;0;0;0;0;1
0.139;0.080;0.360;0.403;0.074;0.180;0;0;0;0;1
0.138;0.080;0.359;0.403;0.076;0.180;0;0;0;0;1
0.138;0.080;0.359;0.391;0.076;0.178;0;0;0;0;1
0.138;0.080;0.359;0.391;0.076;0.178;0;0;0;0;1
0.138;0.080;0.359;0.391;0.076;0.178;0;0;0;0;1
0.153;0.080;0.359;0.391;0.076;0.178;0;0;0;0;1
0.153;0.074;0.359;0.317;0.101;0.167;0;0;0;0;1
0.153;0.074;0.359;0.317;0.101;0.167;0;0;0;0;1
0.197;0.074;0.353;0.317;0.101;0.167;0;0;0;0;1
0.197;0.074;0.353;0.317;0.101;0.167;1;0;0;0;0
0.197;0.065;0.353;0.239;0.323;0.166;1;0;0;0;0
0.197;0.065;0.353;0.239;0.323;0.166;1;0;0;0;0
0.242;0.063;0.349;0.229;0.414;0.168;1;0;0;0;0
0.242;0.063;0.349;0.229;0.414;0.168;1;0;0;0;0
0.242;0.063;0.347;0.228;0.407;0.168;0;1;0;0;0
0.242;0.063;0.347;0.228;0.407;0.168;0;1;0;0;0
0.242;0.062;0.347;0.228;0.411;0.169;0;1;0;0;0
0.242;0.062;0.347;0.228;0.411;0.169;0;1;0;0;0
0.240;0.062;0.341;0.228;0.411;0.169;0;1;0;0;0
0.240;0.062;0.341;0.228;0.411;0.169;0;1;0;0;0
0.240;0.063;0.341;0.232;1.963;0.192;0;1;0;0;0
0.240;0.063;0.341;0.232;1.963;0.192;0;1;0;0;0
0.243;0.063;0.325;0.232;1.963;0.192;0;1;0;0;0
0.243;0.063;0.325;0.232;0.081;0.192;0;1;0;0;0
0.243;0.063;0.293;0.233;0.081;0.227;0;1;0;0;0
0.258;0.063;0.293;0.233;0.081;0.227;0;1;0;0;0
0.258;0.063;0.293;0.233;0.081;0.227;0;1;0;0;0
0.258;0.065;0.293;0.232;0.084;0.263;0;1;0;0;0
0.258;0.065;0.293;0.232;0.084;0.263;0;1;0;0;0
0.268;0.065;0.262;0.232;0.084;0.263;0;1;0;0;0
0.268;0.065;0.262;0.232;0.082;0.263;0;1;0;0;0
0.268;0.066;0.262;0.232;0.082;0.263;0;1;0;0;0
0.268;0.066;0.262;0.236;0.082;0.298;0;1;0;0;0
0.268;0.066;0.232;0.236;0.082;0.298;0;1;0;0;0
0.269;0.066;0.232;0.236;0.083;0.298;0;1;0;0;0
0.269;0.068;0.232;0.236;0.083;0.298;0;1;0;0;0
0.269;0.068;0.232;0.232;0.083;0.333;0;1;0;0;0
0.257;0.068;0.204;0.232;0.083;0.333;0;1;0;0;0
0.257;0.068;0.204;0.232;0.083;0.333;0;1;0;0;0
0.257;0.068;0.204;0.226;0.081;0.365;0;1;0;0;0
0.257;0.068;0.175;0.226;0.081;0.365;0;1;0;0;0
0.231;0.068;0.175;0.226;0.081;0.365;0;1;0;0;0
0.231;0.069;0.175;0.226;0.083;0.365;1;0;0;0;0
0.231;0.069;0.144;0.212;0.083;0.400;1;0;0;0;0
0.200;0.073;0.127;0.194;0.082;0.423;0;1;0;0;0
0.184;0.073;0.127;0.194;0.082;0.423;0;1;0;0;0
0.184;0.073;0.127;0.194;0.082;0.423;0;1;0;0;0
0.184;0.073;0.123;0.191;0.082;0.424;0;1;0;0;0
0.177;0.073;0.123;0.191;0.082;0.424;0;1;0;0;0
0.177;0.071;0.123;0.191;0.081;0.424;1;0;0;0;0
0.177;0.071;0.123;0.191;0.081;0.424;1;0;0;0;0
0.135;0.071;0.078;0.132;0.080;0.473;0;1;0;0;0
0.115;0.071;0.078;0.132;0.080;0.473;0;1;0;0;0
0.115;0.070;0.078;0.132;0.081;0.473;0;1;0;0;0
0.115;0.070;0.078;0.132;0.081;0.473;0;1;0;0;0
0.106;0.070;0.075;0.126;0.081;0.475;1;0;0;0;0
0.106;0.070;0.075;0.126;0.081;0.475;1;0;0;0;0
0.106;0.073;0.075;0.126;0.079;0.475;1;0;0;0;0
0.074;0.074;0.049;0.083;0.080;0.502;1;0;0;0;0
0.074;0.074;0.049;0.083;0.080;0.502;1;0;0;0;0
0.074;0.074;0.049;0.083;0.080;0.502;1;0;0;0;0
0.340;0.096;0.447;0.148;0.040;0.049;0;1;0;0;0
0.340;0.096;0.447;0.148;0.040;0.049;0;1;0;0;0
0.340;0.096;0.447;0.148;0.040;0.049;0;1;0;0;0
0.342;0.096;0.446;0.148;0.040;0.051;0;1;0;0;0
0.342;0.094;0.446;0.148;0.040;0.051;0;1;0;0;0
0.342;0.094;0.446;0.148;0.040;0.051;0;1;0;0;0
0.342;0.094;0.436;0.148;0.040;0.051;0;1;0;0;0
0.398;0.094;0.436;0.148;0.040;0.077;0;1;0;0;0
0.398;0.096;0.436;0.146;0.040;0.077;0;1;0;0;0
0.398;0.096;0.436;0.146;0.040;0.077;0;1;0;0;0
0.513;0.096;0.403;0.146;0.040;0.077;0;1;0;0;0
0.513;0.095;0.403;0.146;0.041;0.110;0;1;0;0;0
0.513;0.095;0.403;0.146;0.041;0.110;0;1;0;0;0
0.511;0.095;0.373;0.146;0.041;0.110;1;0;0;0;0
0.511;0.095;0.373;0.146;0.041;0.110;1;0;0;0;0
0.511;0.095;0.373;0.148;0.040;0.148;1;0;0;0;0
0.511;0.095;0.373;0.148;0.040;0.148;1;0;0;0;0
0.474;0.095;0.346;0.148;0.040;0.148;1;0;0;0;0
0.474;0.095;0.346;0.151;0.042;0.172;0;0;0;1;0
0.474;0.095;0.341;0.151;0.042;0.172;0;0;0;1;0
0.470;0.095;0.341;0.151;0.042;0.172;1;0;0;0;0
0.470;0.095;0.341;0.151;0.042;0.172;1;0;0;0;0
0.470;0.095;0.341;0.154;0.042;0.172;1;0;0;0;0
0.470;0.095;0.341;0.154;0.042;0.172;1;0;0;0;0
0.476;0.095;0.341;0.154;0.042;0.172;1;0;0;0;0
0.476;0.095;0.341;0.154;0.042;0.172;1;0;0;0;0
0.476;0.095;0.341;0.161;0.041;0.172;0;1;0;0;0
0.476;0.095;0.341;0.161;0.041;0.172;0;1;0;0;0
0.480;0.095;0.341;0.161;0.041;0.172;0;1;0;0;0
0.480;0.095;0.341;0.161;0.041;0.172;0;1;0;0;0
0.480;0.095;0.341;0.161;0.041;0.174;0;1;0;0;0
0.480;0.095;0.328;0.161;0.041;0.174;0;1;0;0;0
0.464;0.095;0.328;0.161;0.041;0.174;0;1;0;0;0
0.464;0.095;0.328;0.163;0.043;0.202;0;1;0;0;0
0.464;0.095;0.304;0.163;0.043;0.202;0;1;0;0;0
0.464;0.095;0.304;0.163;0.043;0.202;0;1;0;0;0
0.425;0.095;0.304;0.163;0.043;0.202;0;1;0;0;0
0.425;0.093;0.304;0.165;0.043;0.237;0;1;0;0;0
0.381;0.093;0.274;0.165;0.043;0.237;0;1;0;0;0
0.381;0.093;0.274;0.165;0.043;0.237;1;0;0;0;0
0.381;0.093;0.274;0.165;0.043;0.237;1;0;0;0;0
0.381;0.093;0.274;0.167;0.045;0.275;1;0;0;0;0
0.347;0.093;0.244;0.167;0.045;0.275;1;0;0;0;0
0.339;0.094;0.237;0.171;0.046;0.297;0;0;0;1;0
0.340;0.094;0.237;0.171;0.046;0.297;0;0;0;1;0
0.340;0.094;0.237;0.171;0.046;0.297;0;0;0;1;0
0.340;0.093;0.237;0.172;0.046;0.297;0;0;0;1;0
0.340;0.093;0.237;0.172;0.046;0.297;0;0;0;1;0
0.348;0.093;0.237;0.172;0.046;0.297;1;0;0;0;0
0.348;0.098;0.237;0.230;0.045;0.305;1;0;0;0;0
0.369;0.098;0.238;0.230;0.045;0.305;1;0;0;0;0
0.369;0.102;0.238;0.253;0.044;0.311;1;0;0;0;0
0.370;0.102;0.237;0.253;0.043;0.310;0;1;0;0;0
0.370;0.102;0.236;0.253;0.043;0.310;1;0;0;0;0
0.370;0.102;0.236;0.253;0.043;0.310;0;1;0;0;0
0.366;0.102;0.236;0.253;0.043;0.310;0;1;0;0;0
0.366;0.101;0.236;0.251;0.044;0.316;1;0;0;0;0
0.366;0.101;0.228;0.251;0.044;0.316;1;0;0;0;0
0.323;0.097;0.208;0.245;0.047;0.341;0;1;0;0;0
0.323;0.097;0.208;0.245;0.048;0.345;0;1;0;0;0
0.323;0.096;0.208;0.242;0.048;0.345;0;1;0;0;0
0.323;0.096;0.205;0.242;0.048;0.345;0;1;0;0;0
0.318;0.096;0.205;0.242;0.048;0.345;0;1;0;0;0
0.318;0.096;0.205;0.242;0.048;0.345;0;1;0;0;0
0.318;0.096;0.205;0.242;0.049;0.345;1;0;0;0;0
0.318;0.094;0.189;0.235;0.049;0.359;1;0;0;0;0
0.288;0.094;0.189;0.235;0.049;0.359;1;0;0;0;0
0.288;0.094;0.189;0.235;0.054;0.359;1;0;0;0;0
0.288;0.094;0.189;0.235;0.054;0.359;1;0;0;0;0
0.278;0.091;0.176;0.223;0.050;0.384;0;0;0;1;0
0.278;0.090;0.175;0.223;0.050;0.384;0;0;0;1;0
0.279;0.090;0.175;0.223;0.050;0.384;0;0;0;1;0
0.279;0.090;0.175;0.223;0.050;0.384;0;0;0;1;0
0.279;0.090;0.175;0.223;0.051;0.384;0;0;0;1;0
0.279;0.092;0.177;0.223;0.051;0.381;0;0;0;1;0
0.295;0.092;0.177;0.223;0.051;0.381;0;0;0;1;0
0.295;0.092;0.177;0.208;0.050;0.360;0;0;0;1;0
0.295;0.100;0.177;0.208;0.050;0.360;0;0;0;1;0
0.295;0.100;0.177;0.208;0.050;0.360;0;0;0;1;0
0.323;0.100;0.177;0.208;0.051;0.360;0;0;0;1;0
0.323;0.100;0.177;0.208;0.051;0.360;0;0;0;1;0
0.323;0.109;0.181;0.191;0.051;0.261;0;0;0;1;0
0.356;0.109;0.181;0.191;0.051;0.261;1;0;0;0;0
0.356;0.109;0.181;0.191;0.051;0.261;1;0;0;0;0
0.356;0.109;0.181;0.191;0.055;0.261;1;0;0;0;0
0.356;0.119;0.183;0.179;0.055;0.173;1;0;0;0;0
0.396;0.119;0.183;0.179;0.055;0.173;1;0;0;0;0
0.396;0.119;0.183;0.179;0.055;0.173;1;0;0;0;0
0.396;0.121;0.185;0.179;0.056;0.164;0;1;0;0;0
0.392;0.121;0.185;0.179;0.056;0.164;0;1;0;0;0
0.392;0.121;0.185;0.179;0.056;0.164;0;1;0;0;0
0.392;0.119;0.182;0.176;0.056;0.168;0;1;0;0;0
0.380;0.119;0.182;0.176;0.056;0.168;0;1;0;0;0
0.380;0.119;0.182;0.176;0.056;0.168;0;1;0;0;0
0.380;0.119;0.182;0.176;0.065;0.168;0;1;0;0;0
0.380;0.106;0.161;0.153;0.065;0.194;1;0;0;0;0
0.328;0.106;0.161;0.153;0.081;0.194;1;0;0;0;0
0.328;0.106;0.161;0.153;0.081;0.194;1;0;0;0;0
0.328;0.106;0.161;0.153;0.081;0.194;1;0;0;0;0
0.277;0.099;0.125;0.112;0.089;0.237;0;0;0;1;0
0.280;0.099;0.125;0.112;0.089;0.237;0;0;0;1;0
0.280;0.099;0.125;0.112;0.089;0.237;0;0;0;1;0
0.280;0.097;0.126;0.110;0.089;0.223;0;0;0;1;0
0.313;0.097;0.126;0.110;0.089;0.223;0;0;0;1;0
0.313;0.097;0.126;0.110;0.094;0.223;0;0;0;1;0
0.313;0.107;0.142;0.112;0.094;0.145;0;0;0;1;0
0.416;0.107;0.142;0.112;0.094;0.145;0;0;0;1;0
0.416;0.107;0.142;0.112;0.109;0.145;0;0;0;1;0
0.416;0.107;0.168;0.112;0.109;0.145;0;0;0;1;0
0.416;0.140;0.168;0.120;0.109;0.085;0;0;0;1;0
0.443;0.140;0.168;0.120;0.121;0.085;1;0;0;0;0
0.443;0.140;0.168;0.120;0.121;0.085;1;0;0;0;0
0.443;0.176;0.195;0.130;0.121;0.050;1;0;0;0;0
0.438;0.187;0.207;0.132;0.129;0.045;1;0;0;0;0
0.439;0.187;0.207;0.132;0.129;0.045;1;0;0;0;0
0.438;0.187;0.207;0.132;0.128;0.046;0;1;0;0;0
0.438;0.187;0.207;0.132;0.129;0.046;0;1;0;0;0
0.438;0.185;0.206;0.131;0.129;0.048;0;1;0;0;0
0.434;0.185;0.206;0.131;0.129;0.048;0;1;0;0;0
0.434;0.185;0.206;0.131;0.129;0.048;0;1;0;0;0
0.434;0.185;0.206;0.131;0.138;0.048;0;1;0;0;0
0.434;0.185;0.191;0.131;0.138;0.048;1;0;0;0;0
0.419;0.161;0.191;0.115;0.138;0.071;1;0;0;0;0
0.419;0.161;0.191;0.115;0.138;0.071;1;0;0;0;0
0.419;0.161;0.167;0.115;0.176;0.071;1;0;0;0;0
0.404;0.128;0.167;0.094;0.183;0.098;0;0;0;1;0
0.404;0.128;0.161;0.094;0.183;0.098;0;0;0;1;0
0.401;0.126;0.161;0.094;0.183;0.096;0;0;0;1;0
0.401;0.126;0.161;0.094;0.185;0.096;0;0;0;1;0
0.401;0.126;0.161;0.094;0.185;0.096;0;0;0;1;0
0.401;0.151;0.178;0.101;0.185;0.077;0;0;0;1;0
0.391;0.151;0.178;0.101;0.185;0.077;0;0;0;1;0
0.391;0.151;0.178;0.101;0.185;0.077;0;0;0;1;0
0.391;0.151;0.221;0.101;0.179;0.077;0;0;0;1;0
0.391;0.151;0.221;0.101;0.179;0.077;0;0;0;1;0
0.385;0.200;0.221;0.115;0.179;0.058;0;0;0;1;0
0.385;0.200;0.221;0.115;0.179;0.058;0;0;0;1;0
0.385;0.200;0.303;0.115;0.158;0.058;1;0;0;0;0
0.385;0.200;0.303;0.115;0.158;0.058;1;0;0;0;0
0.385;0.275;0.303;0.135;0.158;0.044;1;0;0;0;0
0.385;0.275;0.303;0.135;0.143;0.044;1;0;0;0;0
0.385;0.312;0.335;0.142;0.143;0.041;0;1;0;0;0
0.385;0.312;0.335;0.142;0.143;0.041;0;1;0;0;0
0.385;0.312;0.337;0.142;0.143;0.041;0;1;0;0;0
0.385;0.312;0.337;0.142;0.143;0.041;0;1;0;0;0
0.382;0.309;0.337;0.142;0.143;0.044;0;1;0;0;0
0.382;0.309;0.324;0.142;0.137;0.044;1;0;0;0;0
0.382;0.309;0.324;0.142;0.137;0.044;1;0;0;0;0
0.382;0.242;0.324;0.128;0.137;0.072;1;0;0;0;0
0.359;0.242;0.324;0.128;0.137;0.072;1;0;0;0;0
0.359;0.242;0.304;0.128;0.125;0.072;1;0;0;0;0
0.344;0.193;0.304;0.116;0.122;0.089;0;0;0;1;0
0.344;0.193;0.298;0.116;0.122;0.089;0;0;0;1;0
0.344;0.193;0.298;0.116;0.122;0.089;0;0;0;1;0
0.344;0.193;0.298;0.116;0.122;0.089;0;0;0;1;0
0.345;0.196;0.298;0.119;0.122;0.087;0;0;0;1;0
0.345;0.196;0.298;0.119;0.120;0.087;0;0;0;1;0
0.345;0.196;0.305;0.119;0.120;0.087;0;0;0;1;0
0.345;0.196;0.305;0.119;0.120;0.087;0;0;0;1;0
0.355;0.296;0.305;0.139;0.120;0.077;0;0;0;1;0
0.355;0.296;0.300;0.139;0.110;0.077;0;0;0;1;0
0.355;0.296;0.300;0.139;0.110;0.077;0;0;0;1;0
0.369;0.482;0.300;0.175;0.100;0.069;0;0;0;1;0
0.369;0.482;0.291;0.175;0.100;0.069;0;0;0;1;0
0.369;0.482;0.291;0.175;0.100;0.069;0;0;0;1;0
0.369;0.482;0.291;0.175;0.100;0.069;0;0;0;1;0
0.392;0.561;0.291;0.232;0.100;0.063;1;0;0;0;0
0.392;0.561;0.289;0.232;0.094;0.063;1;0;0;0;0
0.392;0.561;0.289;0.232;0.094;0.063;1;0;0;0;0
0.392;0.561;0.289;0.232;0.094;0.063;1;0;0;0;0
0.420;0.571;0.286;0.306;0.092;0.063;0;1;0;0;0
